3913,3945.86,3820.14,3821.55,3825.09,3836.5,3799.02,3818.83,3785.99,3785.38
3825.09,3836.5,3799.02,3818.83,3785.99,3818.99,3738.67,3785.38,3781,3825.33
3785.99,3818.99,3738.67,3785.38,3781,3829.82,3752.1,3825.33,3792.61,3831.39
3781,3829.82,3752.1,3825.33,3792.61,3832.19,3742.06,3831.39,3831.98,3845.08
3792.61,3832.19,3742.06,3831.39,3831.98,3870.91,3809.37,3845.08,3858.85,3902.62
3831.98,3870.91,3809.37,3845.08,3858.85,3910.63,3858.85,3902.62,3888.26,3899.38
3858.85,3910.63,3858.85,3902.62,3888.26,3918.5,3869.34,3899.38,3880.94,3854.43
3888.26,3918.5,3869.34,3899.38,3880.94,3880.94,3847.22,3854.43,3851.95,3818.8
3880.94,3880.94,3847.22,3854.43,3851.95,3873.41,3802.36,3818.8,3779.67,3801.78
3851.95,3873.41,3802.36,3818.8,3779.67,3829.44,3759.07,3801.78,3763.99,3790.38
3779.67,3829.44,3759.07,3801.78,3763.99,3796.41,3721.56,3790.38,3818,3863.16
3763.99,3796.41,3721.56,3790.38,3818,3863.62,3817.18,3863.16,3883.79,3830.85
3818,3863.62,3817.18,3863.16,3883.79,3902.44,3818.63,3830.85,3860.73,3936.69
3883.79,3902.44,3818.63,3830.85,3860.73,3939.81,3860.73,3936.69,3935.32,3959.9
3860.73,3939.81,3860.73,3936.69,3935.32,3974.13,3922.03,3959.9,3955.47,3998.95
3935.32,3974.13,3922.03,3959.9,3955.47,3999.29,3927.64,3998.95,3998.43,3961.63
3955.47,3999.29,3927.64,3998.95,3998.43,4012.44,3938.86,3961.63,3965.72,3966.84
3998.43,4012.44,3938.86,3961.63,3965.72,3975.3,3943.46,3966.84,3953.22,3921.05
3965.72,3975.3,3943.46,3966.84,3953.22,3953.22,3910.74,3921.05,3951.43,4023.61
3953.22,3953.22,3910.74,3921.05,3951.43,4039.56,3951.43,4023.61,4026.13,4072.43
3951.43,4039.56,3951.43,4023.61,4026.13,4078.95,3992.97,4072.43,4087.33,4130.29
4026.13,4078.95,3992.97,4072.43,4087.33,4140.15,4079.22,4130.29,4112.38,4118.63
4087.33,4140.15,4079.22,4130.29,4112.38,4144.95,4096.02,4118.63,4104.21,4091.19
4112.38,4144.95,4096.02,4118.63,4104.21,4140.47,4079.81,4091.19,4107.96,4155.17
4104.21,4140.47,4079.81,4091.19,4107.96,4167.66,4107.96,4155.17,4154.85,4151.94
4107.96,4167.66,4107.96,4155.17,4154.85,4161.29,4135.42,4151.94,4115.87,4145.19
4154.85,4161.29,4135.42,4151.94,4115.87,4151.58,4107.31,4145.19,4155.93,4140.06
4115.87,4151.58,4107.31,4145.19,4155.93,4186.62,4128.97,4140.06,4133.11,4122.47
4155.93,4186.62,4128.97,4140.06,4133.11,4137.3,4112.09,4122.47,4181.02,4210.24
4133.11,4137.3,4112.09,4122.47,4181.02,4211.03,4177.26,4210.24,4227.4,4207.27
4181.02,4211.03,4177.26,4210.24,4227.4,4257.91,4201.41,4207.27,4225.02,4280.15
4227.4,4257.91,4201.41,4207.27,4225.02,4280.47,4219.78,4280.15,4269.37,4297.14
4225.02,4280.47,4219.78,4280.15,4269.37,4301.79,4256.9,4297.14,4290.46,4305.2
4269.37,4301.79,4256.9,4297.14,4290.46,4325.28,4277.77,4305.2,4280.4,4274.04
4290.46,4325.28,4277.77,4305.2,4280.4,4302.18,4253.08,4274.04,4273.13,4283.74
4280.4,4302.18,4253.08,4274.04,4273.13,4292.53,4261.98,4283.74,4266.31,4228.48
4273.13,4292.53,4261.98,4283.74,4266.31,4266.31,4218.7,4228.48,4195.08,4137.99
4266.31,4266.31,4218.7,4228.48,4195.08,4195.08,4129.86,4137.99,4133.09,4128.73
4195.08,4195.08,4129.86,4137.99,4133.09,4159.77,4124.03,4128.73,4126.55,4140.77
4133.09,4159.77,4124.03,4128.73,4126.55,4156.56,4119.97,4140.77,4153.26,4199.12
4126.55,4156.56,4119.97,4140.77,4153.26,4200.54,4147.59,4199.12,4198.74,4057.66
4153.26,4200.54,4147.59,4199.12,4198.74,4203.04,4057.66,4057.66,4034.58,4030.61
4198.74,4203.04,4057.66,4057.66,4034.58,4062.99,4017.42,4030.61,4041.25,3986.16
4034.58,4062.99,4017.42,4030.61,4041.25,4044.98,3965.21,3986.16,4000.67,3955
4041.25,4044.98,3965.21,3986.16,4000.67,4015.37,3954.53,3955,3936.73,3966.85
4000.67,4015.37,3954.53,3955,3936.73,3970.23,3903.65,3966.85,3994.66,3924.26
3936.73,3970.23,3903.65,3966.85,3994.66,4018.43,3906.21,3924.26,3930.89,3908.19
3994.66,4018.43,3906.21,3924.26,3930.89,3942.55,3886.75,3908.19,3909.43,3979.87
3930.89,3942.55,3886.75,3908.19,3909.43,3987.89,3906.03,3979.87,3959.94,4006.18
3909.43,3987.89,3906.03,3979.87,3959.94,4010.5,3944.81,4006.18,4022.94,4067.36
3959.94,4010.5,3944.81,4006.18,4022.94,4076.81,4022.94,4067.36,4083.67,4110.41
4022.94,4076.81,4022.94,4067.36,4083.67,4119.28,4083.67,4110.41,4037.12,3932.69
4083.67,4119.28,4083.67,4110.41,4037.12,4037.12,3921.28,3932.69,3940.73,3946.01
4037.12,4037.12,3921.28,3932.69,3940.73,3961.94,3912.18,3946.01,3932.41,3901.35
3940.73,3961.94,3912.18,3946.01,3932.41,3959.14,3888.28,3901.35,3880.95,3873.33
3932.41,3959.14,3888.28,3901.35,3880.95,3880.95,3837.08,3873.33,3849.91,3899.89
3880.95,3880.95,3837.08,3873.33,3849.91,3900.45,3838.5,3899.89,3875.23,3855.93
3849.91,3900.45,3838.5,3899.89,3875.23,3876.01,3827.54,3855.93,3871.4,3789.93
3875.23,3876.01,3827.54,3855.93,3871.4,3907.07,3789.49,3789.93,3782.36,3757.99
3871.4,3907.07,3789.49,3789.93,3782.36,3790.9,3749.45,3757.99,3727.14,3693.23
3782.36,3790.9,3749.45,3757.99,3727.14,3727.14,3647.47,3693.23,3682.72,3655.04
3727.14,3727.14,3647.47,3693.23,3682.72,3715.67,3644.76,3655.04,3686.44,3647.29
3682.72,3715.67,3644.76,3655.04,3686.44,3717.53,3623.29,3647.29,3651.94,3719.04
3686.44,3717.53,3623.29,3647.29,3651.94,3736.74,3640.61,3719.04,3687.01,3640.47
3651.94,3736.74,3640.61,3719.04,3687.01,3687.01,3610.4,3640.47,3633.48,3585.62
3687.01,3687.01,3610.4,3640.47,3633.48,3671.44,3584.13,3585.62,3609.78,3678.43
3633.48,3671.44,3584.13,3585.62,3609.78,3698.35,3604.93,3678.43,3726.46,3790.93
3609.78,3698.35,3604.93,3678.43,3726.46,3791.92,3726.46,3790.93,3753.25,3783.28
3726.46,3791.92,3726.46,3790.93,3753.25,3806.91,3722.66,3783.28,3771.97,3744.52
3753.25,3806.91,3722.66,3783.28,3771.97,3797.93,3739.22,3744.52,3706.74,3639.66
3771.97,3797.93,3739.22,3744.52,3706.74,3706.74,3620.73,3639.66,3647.51,3612.39
3706.74,3706.74,3620.73,3639.66,3647.51,3652.17,3588.1,3612.39,3595.86,3588.84
3647.51,3652.17,3588.1,3612.39,3595.86,3640.66,3568.45,3588.84,3590.83,3577.03
3595.86,3640.66,3568.45,3588.84,3590.83,3608.34,3573.86,3577.03,3520.37,3669.91
3590.83,3608.34,3573.86,3577.03,3520.37,3685.41,3491.58,3669.91,3690.41,3583.07
3520.37,3685.41,3491.58,3669.91,3690.41,3712,3579.68,3583.07,3638.65,3677.95
3690.41,3712,3579.68,3583.07,3638.65,3689.73,3638.65,3677.95,3746.26,3719.98
3638.65,3689.73,3638.65,3677.95,3746.26,3762.79,3686.53,3719.98,3703.11,3695.16
3746.26,3762.79,3686.53,3719.98,3703.11,3728.58,3666.51,3695.16,3689.05,3665.78
3703.11,3728.58,3666.51,3695.16,3689.05,3736,3656.44,3665.78,3657.1,3752.75
3689.05,3736,3656.44,3665.78,3657.1,3757.89,3647.42,3752.75,3762.01,3797.34
3657.1,3757.89,3647.42,3752.75,3762.01,3810.74,3741.65,3797.34,3799.44,3859.11
3762.01,3810.74,3741.65,3797.34,3799.44,3862.85,3799.44,3859.11,3825.97,3830.6
3799.44,3862.85,3799.44,3859.11,3825.97,3886.15,3824.07,3830.6,3834.69,3807.3
3825.97,3886.15,3824.07,3830.6,3834.69,3859.95,3803.79,3807.3,3808.26,3901.06
3834.69,3859.95,3803.79,3807.3,3808.26,3905.42,3808.26,3901.06,3881.85,3871.98
3808.26,3905.42,3808.26,3901.06,3881.85,3893.73,3863.18,3871.98,3901.79,3856.1
3881.85,3893.73,3863.18,3871.98,3901.79,3911.79,3843.8,3856.1,3852.9,3759.69
3901.79,3911.79,3843.8,3856.1,3852.9,3894.44,3758.68,3759.69,3733.25,3719.89
3852.9,3894.44,3758.68,3759.69,3733.25,3750.59,3698.15,3719.89,3766.98,3770.55
3733.25,3750.59,3698.15,3719.89,3766.98,3796.34,3708.84,3770.55,3780.71,3806.8
3766.98,3796.34,3708.84,3770.55,3780.71,3813.95,3764.7,3806.8,3817.02,3828.11
3780.71,3813.95,3764.7,3806.8,3817.02,3859.4,3786.28,3828.11,3810.94,3748.57
3817.02,3859.4,3786.28,3828.11,3810.94,3818.2,3744.22,3748.57,3859.89,3956.37
3810.94,3818.2,3744.22,3748.57,3859.89,3958.33,3859.89,3956.37,3963.72,3992.93
3859.89,3958.33,3859.89,3956.37,3963.72,4001.48,3944.82,3992.93,3977.97,3957.25
3963.72,4001.48,3944.82,3992.93,3977.97,4008.97,3956.4,3957.25,4006.41,3991.73
3977.97,4008.97,3956.4,3957.25,4006.41,4028.84,3953.17,3991.73,3976.82,3958.79
4006.41,4028.84,3953.17,3991.73,3976.82,3983.09,3954.34,3958.79,3919.26,3946.56
3976.82,3983.09,3954.34,3958.79,3919.26,3954.33,3906.54,3946.56,3966.39,3965.34
3919.26,3954.33,3906.54,3946.56,3966.39,3979.89,3935.98,3965.34,3956.23,3949.94
3966.39,3979.89,3935.98,3965.34,3956.23,3962,3933.34,3949.94,3965.51,4003.58
3956.23,3962,3933.34,3949.94,3965.51,4005.88,3956.88,4003.58,4000.3,4027.26
3965.51,4005.88,3956.88,4003.58,4000.3,4033.78,3998.66,4027.26,4023.34,4026.12
4000.3,4033.78,3998.66,4027.26,4023.34,4034.02,4020.76,4026.12,4005.36,3963.94
4023.34,4034.02,4020.76,4026.12,4005.36,4012.27,3955.77,3963.94,3964.19,3957.63
4005.36,4012.27,3955.77,3963.94,3964.19,3976.77,3937.65,3957.63,3957.18,4080.11
3964.19,3976.77,3937.65,3957.63,3957.18,4080.11,3938.58,4080.11,4087.14,4076.57
3957.18,4080.11,3938.58,4080.11,4087.14,4100.51,4050.87,4076.57,4040.17,4071.7
4087.14,4100.51,4050.87,4076.57,4040.17,4080.48,4026.63,4071.7,4052.02,3998.84
4040.17,4080.48,4026.63,4071.7,4052.02,4052.45,3984.49,3998.84,3996.63,3941.26
4052.02,4052.45,3984.49,3998.84,3996.63,4001.51,3918.39,3941.26,3933.28,3933.92
3996.63,4001.51,3918.39,3941.26,3933.28,3957.57,3922.68,3933.92,3947.79,3963.51
3933.28,3957.57,3922.68,3933.92,3947.79,3974.19,3935.83,3963.51,3954.17,3934.38
3947.79,3974.19,3935.83,3963.51,3954.17,3977.02,3933.04,3934.38,3939.29,3990.56
3954.17,3977.02,3933.04,3934.38,3939.29,3990.71,3935.3,3990.56,4069.38,4019.65
3939.29,3990.71,3935.3,3990.56,4069.38,4100.96,3993.03,4019.65,4015.54,3995.32
4069.38,4100.96,3993.03,4019.65,4015.54,4053.76,3965.65,3995.32,3958.37,3895.75
4015.54,4053.76,3965.65,3995.32,3958.37,3958.37,3879.45,3895.75,3890.91,3852.36
3958.37,3958.37,3879.45,3895.75,3890.91,3890.91,3827.91,3852.36,3853.79,3817.66
3890.91,3890.91,3827.91,3852.36,3853.79,3854.86,3800.04,3817.66,3810.47,3821.62
3853.79,3854.86,3800.04,3817.66,3810.47,3838.24,3795.62,3821.62,3839.49,3878.44
3810.47,3838.24,3795.62,3821.62,3839.49,3889.82,3839.49,3878.44,3853.26,3822.39
3839.49,3889.82,3839.49,3878.44,3853.26,3853.26,3764.49,3822.39,3815.11,3844.82
3853.26,3853.26,3764.49,3822.39,3815.11,3845.8,3797.01,3844.82,3843.34,3829.25
3815.11,3845.8,3797.01,3844.82,3843.34,3846.65,3813.22,3829.25,3829.56,3783.22
3843.34,3846.65,3813.22,3829.25,3829.56,3848.32,3780.78,3783.22,3805.45,3849.28
3829.56,3848.32,3780.78,3783.22,3805.45,3858.19,3805.45,3849.28,3829.06,3839.5
3805.45,3858.19,3805.45,3849.28,3829.06,3839.85,3800.34,3839.5,3853.29,3824.14
3829.06,3839.85,3800.34,3839.5,3853.29,3878.46,3794.33,3824.14,3840.36,3852.97
3853.29,3878.46,3794.33,3824.14,3840.36,3873.16,3815.77,3852.97,3839.74,3808.1
3840.36,3873.16,3815.77,3852.97,3839.74,3839.74,3802.42,3808.1,3823.37,3895.08
3839.74,3839.74,3802.42,3808.1,3823.37,3906.19,3809.56,3895.08,3910.82,3892.09
3823.37,3906.19,3809.56,3895.08,3910.82,3950.57,3890.42,3892.09,3888.57,3919.25
3910.82,3950.57,3890.42,3892.09,3888.57,3919.83,3877.29,3919.25,3932.35,3969.61
3888.57,3919.83,3877.29,3919.25,3932.35,3970.07,3928.54,3969.61,3977.57,3983.17
3932.35,3970.07,3928.54,3969.61,3977.57,3997.76,3937.56,3983.17,3960.6,3999.09
3977.57,3997.76,3937.56,3983.17,3960.6,4003.95,3947.67,3999.09,3999.28,3990.97
3960.6,4003.95,3947.67,3999.09,3999.28,4015.39,3984.57,3990.97,4002.25,3928.86
3999.28,4015.39,3984.57,3990.97,4002.25,4014.16,3926.59,3928.86,3911.84,3898.85
4002.25,4014.16,3926.59,3928.86,3911.84,3922.94,3885.54,3898.85,3909.04,3972.61
3911.84,3922.94,3885.54,3898.85,3909.04,3972.96,3897.86,3972.61,3978.14,4019.81
3909.04,3972.96,3897.86,3972.61,3978.14,4039.31,3971.64,4019.81,4001.74,4016.95
3978.14,4039.31,3971.64,4019.81,4001.74,4023.92,3989.79,4016.95,3982.71,4016.22
4001.74,4023.92,3989.79,4016.95,3982.71,4019.55,3949.06,4016.22,4036.08,4060.43
3982.71,4019.55,3949.06,4016.22,4036.08,4061.57,4013.29,4060.43,4053.72,4070.56
4036.08,4061.57,4013.29,4060.43,4053.72,4094.21,4048.7,4070.56,4049.27,4017.77
4053.72,4094.21,4048.7,4070.56,4049.27,4063.85,4015.55,4017.77,4020.85,4076.6
4049.27,4063.85,4015.55,4017.77,4020.85,4077.16,4020.44,4076.6,4070.07,4119.21
4020.85,4077.16,4020.44,4076.6,4070.07,4148.95,4037.2,4119.21,4158.68,4179.76
4070.07,4148.95,4037.2,4119.21,4158.68,4195.44,4141.88,4179.76,4136.69,4136.48
4158.68,4195.44,4141.88,4179.76,4136.69,4182.36,4123.36,4136.48,4119.57,4111.08
4136.69,4182.36,4123.36,4136.48,4119.57,4124.63,4093.38,4111.08,4105.35,4164
4119.57,4124.63,4093.38,4111.08,4105.35,4176.54,4088.39,4164,4153.47,4117.86
4105.35,4176.54,4088.39,4164,4153.47,4156.85,4111.67,4117.86,4144.25,4081.5
4153.47,4156.85,4111.67,4117.86,4144.25,4156.23,4069.67,4081.5,4068.92,4090.46
4144.25,4156.23,4069.67,4081.5,4068.92,4094.36,4060.79,4090.46,4096.62,4137.29
4068.92,4094.36,4060.79,4090.46,4096.62,4138.9,4092.67,4137.29,4126.7,4136.13
4096.62,4138.9,4092.67,4137.29,4126.7,4159.77,4095.01,4136.13,4119.5,4147.6
4126.7,4159.77,4095.01,4136.13,4119.5,4148.11,4103.98,4147.6,4114.75,4090.41
4119.5,4148.11,4103.98,4147.6,4114.75,4136.54,4089.49,4090.41,4077.39,4079.09
4114.75,4136.54,4089.49,4090.41,4077.39,4081.51,4047.95,4079.09,4052.35,3997.34
4077.39,4081.51,4047.95,4079.09,4052.35,4052.35,3995.19,3997.34,4001.83,3991.05
4052.35,4052.35,3995.19,3997.34,4001.83,4017.37,3976.9,3991.05,4018.6,4012.32
4001.83,4017.37,3976.9,3991.05,4018.6,4028.3,3969.19,4012.32,3973.24,3970.04
4018.6,4028.3,3969.19,4012.32,3973.24,3978.25,3943.08,3970.04,3992.36,3982.24
3973.24,3978.25,3943.08,3970.04,3992.36,4018.05,3973.55,3982.24,3977.19,3970.15
3992.36,4018.05,3973.55,3982.24,3977.19,3997.5,3968.98,3970.15,3963.34,3951.39
3977.19,3997.5,3968.98,3970.15,3963.34,3971.73,3939.05,3951.39,3938.68,3981.35
3963.34,3971.73,3939.05,3951.39,3938.68,3990.84,3928.16,3981.35,3998.02,4045.64
3938.68,3990.84,3928.16,3981.35,3998.02,4048.29,3995.17,4045.64,4055.15,4048.42
3998.02,4048.29,3995.17,4045.64,4055.15,4078.49,4044.61,4048.42,4048.26,3986.37
4055.15,4078.49,4044.61,4048.42,4048.26,4050,3980.31,3986.37,3987.55,3992.01
4048.26,4050,3980.31,3986.37,3987.55,4000.41,3969.76,3992.01,3998.66,3918.32
3987.55,4000.41,3969.76,3992.01,3998.66,4017.81,3908.7,3918.32,3912.77,3861.59
3998.66,4017.81,3908.7,3918.32,3912.77,3934.05,3846.32,3861.59,3835.12,3855.76
3912.77,3934.05,3846.32,3861.59,3835.12,3905.05,3808.86,3855.76,3894.01,3919.29
3835.12,3905.05,3808.86,3855.76,3894.01,3937.29,3873.63,3919.29,3876.74,3891.93
3894.01,3937.29,3873.63,3919.29,3876.74,3894.26,3838.24,3891.93,3878.93,3960.28
3876.74,3894.26,3838.24,3891.93,3878.93,3964.46,3864.11,3960.28,3958.69,3916.64
3878.93,3964.46,3864.11,3960.28,3958.69,3958.91,3901.27,3916.64,3917.47,3951.57
3958.69,3958.91,3901.27,3916.64,3917.47,3956.62,3916.89,3951.57,3975.89,4002.87
3917.47,3956.62,3916.89,3951.57,3975.89,4009.08,3971.19,4002.87,4002.04,3936.97
3975.89,4009.08,3971.19,4002.87,4002.04,4039.49,3936.17,3936.97,3959.21,3948.72
4002.04,4039.49,3936.17,3936.97,3959.21,4007.66,3919.05,3948.72,3939.21,3970.99
3959.21,4007.66,3919.05,3948.72,3939.21,3972.74,3909.16,3970.99,3982.93,3977.53
3939.21,3972.74,3909.16,3970.99,3982.93,4003.83,3970.49,3977.53,3974.13,3971.27
3982.93,4003.83,3970.49,3977.53,3974.13,3979.2,3951.53,3971.27,3999.53,4027.81
3974.13,3979.2,3951.53,3971.27,3999.53,4030.59,3999.53,4027.81,4046.74,4050.83
3999.53,4030.59,3999.53,4027.81,4046.74,4057.85,4032.1,4050.83,4056.18,4109.31
4046.74,4057.85,4032.1,4050.83,4056.18,4110.75,4056.18,4109.31,4102.2,4124.51
4056.18,4110.75,4056.18,4109.31,4102.2,4127.66,4098.79,4124.51,4128.03,4100.6
4102.2,4127.66,4098.79,4124.51,4128.03,4133.13,4086.87,4100.6,4094.5,4090.38
4128.03,4133.13,4086.87,4100.6,4094.5,4099.69,4072.56,4090.38,4081.15,4105.02
4094.5,4099.69,4072.56,4090.38,4081.15,4107.32,	4069.84,4105.02,4085.2,4109.1
4081.15,4107.32,4069.84,4105.02,4085.2,4109.5,4072.55,4109.11,4110.29,4108.94	
4085.2,4109.5,4072.55,4109.11,4110.29,4124.26,4102.61,4108.94,4121.72,4091.95
4110.29,4124.26,4102.61,4108.94,4121.72,4134.37,4086.94,4091.95,4100,4146	
